Date,ABB,ADDT_B,ALFA,ASSA_B,AZN,ATCO_A,BOL,EPI_A,EQT,ERIC_B,ESSITY_B,EVO,SHB_A,HM_B,HEXA_B,INDU_C,INVE_B,LIFCO_B,NIBE_B,NDA_SE,SAAB_B,SAND,SCA_B,SEB_A,SKA_B,SKF_B,SWED_A,TEL2_B,TELIA,VOLV_B
2017-10-10,202.4,42.5,199.1,178.1,559,65.25,290.5,NaN,NaN,47,233.5,106.9,125.3,217.4,57.33,211.7,103.48,55.24,20.14,110.6,92.43,134.1,69.55,105.8,184.6,172.7,219.7,93.05,39.2,155.6
2017-10-11,202.7,42.13,201.1,177.6,555.5,65.57,289.4,NaN,NaN,46.54,231.3,107.2,125,219.3,57.61,211,103.45,54.78,20.24,110.3,93,134.39,69.2,105.2,185.3,174,216.9,93.25,39.2,153.5
2017-10-12,202.3,43.25,201.4,178.6,557,65.25,291.8,NaN,NaN,46.87,230.5,108.4,124.5,221.5,58.11,211.4,103.25,54.08,20.21,109.7,92.87,134.48,70.3,105.6,185.6,176.7,216.5,94.7,39.33,155.2
2017-10-13,203.4,43.25,202.8,179.1,560.5,64.77,294.5,NaN,NaN,48.5,231.8,109.3,121,221.2,58.27,210.3,103.13,54.4,20.45,107.8,93.61,135.81,71.25,104.8,186.4,178.1,213.9,95.8,39.53,155.5
2017-10-16,202.2,43.88,203.2,177.3,563,64.55,298.6,NaN,NaN,48.32,233,106.8,120.8,219,57.93,209.3,102.83,54.3,20.49,107.6,92.91,137.24,71.65,103.8,185.2,178.5,213.4,95.1,39.32,154.7
2017-10-17,203.4,44.38,203.3,178.1,564.5,63.94,294,NaN,NaN,48.42,232.5,107.4,123.7,215,57.43,209.1,102,54.3,20.43,108.5,92.77,136.48,70.8,104.6,181.7,176.4,215.5,94.95,39.27,153.1
2017-10-18,203.3,43.38,204,178.6,564.5,65.91,294.6,NaN,NaN,49.2,231.8,106.4,121.8,214.8,57.9,209.2,102.73,54.54,20.54,109.2,94.57,138.67,71.9,104.1,182.4,178.5,213.6,95.05,39.22,155.8
2017-10-19,206.4,43.25,204.5,180.2,564,67.27,296.9,NaN,NaN,48.77,229.7,102.9,121.5,214.2,58.01,208.6,102.28,54.82,20.48,109,94.02,140,72.65,103.4,183.6,179.5,211.6,100.3,38.95,155.1
2017-10-20,207.5,43.5,204.9,175.8,564,67.86,297.2,NaN,NaN,52.65,228.3,104.4,121.7,217.1,58.26,212.3,103.55,55.4,20.55,110.2,94.74,142.19,72.45,105.3,183.7,181,213.6,102.8,38.99,165.9
2017-10-23,207.7,43.25,207.9,172.7,564.5,67.94,307.9,NaN,NaN,53.15,226.7,105,121.5,214.5,58.51,212.4,103.13,55.72,20.59,108.4,95.78,142.86,72.8,104.8,183.3,182.6,212.8,104.2,37.57,164.4
2017-10-24,205.9,43.25,205.4,174,556,67.75,287.7,NaN,NaN,53.5,227.8,104.7,120.9,214.4,58.13,211.2,102.98,56.04,20.61,107.7,99.68,138.38,73.4,104,183.3,183,206.1,103.1,37.75,164.8
2017-10-25,205.8,42.38,204.1,170,560,68.69,285,NaN,NaN,54.1,225.2,110,119,213.9,58.23,211.2,102.85,55.92,20.63,107.7,100.23,142.29,73.85,102,182.6,183.4,205.3,104.3,37.77,164.8
2017-10-26,211.4,44.5,207.9,173.3,562,69.09,294.2,NaN,NaN,51.7,242.8,118.9,119.5,214.2,58.17,215.6,104.48,56.48,20.85,101.4,99.49,145.33,75.4,102.2,185.2,184.8,209.2,106.3,37.9,169.2
2017-10-27,211.9,44.25,213,175.4,560,68.98,292,NaN,NaN,52.05,244.9,119.4,119.7,216,62.43,215.9,104.4,57.8,21.09,101.9,99.56,145.14,76.15,102.5,175.1,186.4,209.8,106.5,37.96,167.7
2017-10-30,211.6,45.13,210.9,176.3,561.5,69.02,293.1,NaN,NaN,51.75,243.3,119.4,119.5,217.4,60.81,213.9,102.93,57.98,20.75,100.8,98.8,144.86,76.85,102.5,181.6,185.8,208.7,106.7,37.86,166
2017-10-31,219.4,46.38,212.1,176.7,568,69.55,293,NaN,NaN,52.7,250.3,120.1,120,210.2,61.33,215.2,103.73,60,20.94,101.2,98.75,145.52,78.6,103.2,183.7,194.7,207.8,106.5,38.75,165.9
2017-11-01,220.5,45.5,211.6,175.6,581,69.72,300,NaN,NaN,53.2,244.1,120,119.6,207.4,60.99,217.4,103.83,60.78,20.94,101,98.11,146.47,79.25,103,181.7,191.6,205.6,107.1,38.64,166.9
2017-11-02,218.8,46.13,211.3,175.8,573,69.62,299.4,NaN,NaN,53.45,242.7,120.5,120.2,208.3,60.43,216.7,103.73,60.8,20.9,101.8,99.72,145.24,79.4,103.4,182.3,187.6,207.1,107.2,38.65,168.1
2017-11-03,220.2,46.38,213.9,176.2,574.5,70.68,298.3,NaN,NaN,53.9,246.1,121.3,119.6,209.5,61.16,219.8,104.15,62.14,21.13,101,100.78,146.38,80.2,102.9,184.6,188.3,205.7,107.2,38.37,169.4
2017-11-06,219.8,46.13,213.9,174.6,575,70.34,299.4,NaN,NaN,54.75,247.5,123.4,120.1,209,60.69,217.7,104.3,61.28,20.59,100.8,100.16,145.43,79.85,103,186.6,186.2,205,106.9,38.32,168.7
2017-11-07,220,46.5,213.6,173.9,564,70.25,297.4,NaN,NaN,54.55,245.3,124,120.9,204.7,60.59,216.1,103.08,61.14,20.44,101.2,100.07,144.66,79.5,104.1,186.1,186.4,206.5,105.8,38.2,165.8
2017-11-08,219.3,47.25,209.1,172.3,557.5,69.98,299.5,NaN,NaN,52.75,246.7,121,120.9,204.8,59.41,214.1,102.48,59.86,20.36,100.1,99.1,143.52,79.35,104,185.2,187.3,207.2,106.1,37.92,166.3
2017-11-09,215.1,46,204.2,170.8,555,68.81,294.4,NaN,NaN,50.7,245,119.8,119.9,203.9,58.79,210.5,101.05,58.64,19.95,99.1,97.85,140.95,78.25,103.3,183.5,182.9,206,105.9,37.9,163.5
2017-11-10,211.4,45.5,204.4,167.4,546.5,68.62,294.2,NaN,NaN,50.3,243.3,120.8,118.9,204.8,58.81,210.7,101.13,58.6,19.66,99,96.05,140.57,77.9,102.9,182.7,183.4,205.4,105.2,37.65,161.7
2017-11-13,212.9,44,204.7,168.7,550,68.24,291.7,NaN,NaN,50.65,244.5,119.3,117.8,201.5,58.29,208.5,100.2,57.64,19.5,98.95,95.82,140,78.05,102.7,181.7,183.2,203.4,105.8,37.41,162.9
2017-11-14,212.9,44,205.3,169.5,555,68.41,285.7,NaN,NaN,50.45,243.9,120,117.1,202.7,58.96,208.6,100.08,58,19.45,99,95.8,140.19,78.7,101.6,182.7,183.9,201.3,106.5,37.32,162.5
2017-11-15,212.2,43.13,203.6,168.1,562,68.75,278.2,NaN,NaN,49.82,244.4,116.8,117.5,202,59.04,208.1,100,58,19.26,99.45,95.94,140.57,78.7,101,182.5,185.1,201.6,108,37.87,161.2
2017-11-16,211.9,44.13,205.5,172.2,563,69.64,279.9,NaN,NaN,51.15,248.5,119.1,116.3,202.6,60.16,209.5,100.6,59.88,19.89,98.8,97.11,141.81,79.45,101,184.2,186.1,199.9,108.7,37.94,161.8
2017-11-17,211.6,44.63,208,170,562,69.19,278.5,NaN,NaN,51.5,247,120.4,114.5,197,60.16,206,100.28,59.98,20.13,98,95.43,140,78.4,99.45,181.3,184.3,195.7,107.4,37.48,158.4
2017-11-20,214.6,44,211,168.9,565,70.17,277.9,NaN,NaN,52.85,246.4,121.1,112.9,196.4,60.33,206.2,100.55,59.24,19.83,97.15,95.98,142.29,79.55,99,181.3,186.2,194.2,107.7,37.54,161
2017-11-21,215.3,44.38,211.3,167.9,570,71.17,282.4,NaN,NaN,54.8,247.9,110.4,113.8,194.6,61.31,208,101.85,59.3,20.06,97.55,96.7,144,80.8,98.75,181.5,189.4,195.8,107.7,37.56,163.6
2017-11-22,212.6,44,209.1,170.5,565.5,70.08,280.3,NaN,NaN,53.8,245.5,109.7,112.6,191.6,60.63,204.6,99.78,59.9,19.81,96.95,96.33,140.86,78.6,98.05,180.4,186.2,195,106.9,37.26,160.4
2017-11-23,210.8,44.75,204.6,169.6,560.5,69.73,282.7,NaN,NaN,53.9,248,114,111.9,188.9,60.43,206.5,99.63,59.6,19.77,96.65,95.89,140.38,79.65,98.05,181.1,186,194.9,107.8,37.09,159.7
2017-11-24,212,44.88,203.8,170.1,557.5,69.75,281.6,NaN,NaN,53.6,247,114.1,112.8,189.5,60.31,205.6,99.25,59.78,19.9,97,95.2,140.1,79.25,98.25,180,187.6,196.9,108,37.24,160.9
2017-11-27,212.3,44.38,204.1,169,558,69.64,276,NaN,NaN,53.3,243.5,114,112.6,191.2,60.01,203.5,98.7,58.98,19.86,96.65,94.04,139.24,80,97.55,177.9,188.2,196.7,107.3,37.18,159
2017-11-28,214.7,45.25,203.6,170,557,70.36,272.2,NaN,NaN,53.8,246.6,114,114.2,194.2,60.4,205.3,99.05,59.2,20.02,97.3,93.49,140.38,81.1,98.1,180.5,191.6,199,107.4,36.51,161.7
2017-11-29,213.7,45.5,199.9,171.3,558.5,69.07,268.7,NaN,NaN,53.2,242.5,113.4,114.4,194.8,58.71,204.2,98.5,58.26,19.99,98.1,92.43,138.38,80.8,98.8,182.3,193.1,199.3,107.2,36.7,158.3
2017-11-30,213.4,45.5,197.8,169.7,549,68.11,264.7,NaN,NaN,52.65,243.1,110.6,114.4,197.1,58.74,204,97.73,57.78,19.95,98.1,93.93,136.77,81.65,99.4,183.6,189.2,199.9,107.1,36.73,159.2
2017-12-01,213.1,46,196.8,169.2,546.5,67.16,262.7,NaN,NaN,51.95,243.8,111.5,110.8,195.4,58.27,199.5,95.9,57.1,19.9,97.15,93.77,135.05,80.6,97.95,178.9,187.2,196.6,105.7,36.7,156.8
2017-12-04,217.8,46.38,199.5,172.3,546,68.41,262.5,NaN,NaN,52.65,252,112.7,112,196.2,57.96,203.9,98.58,57.6,20.27,97.95,94.87,137.62,81.75,99.45,185.2,189.5,199.4,108.2,37.58,159.6
2017-12-05,215.7,46.75,197.2,172.6,544.5,67.97,262.2,NaN,NaN,53.25,252.1,109.6,111.2,197.1,58.77,202.7,98.05,57.54,20.27,97.7,94.51,137.34,82.25,98.6,184,189.2,198.8,108.1,37.45,160.3
2017-12-06,215.7,46.63,195.4,170.8,541,67.59,257.7,NaN,NaN,52.4,248.8,110.5,109.1,197.6,58.49,200.4,96.83,56.08,20.15,96.3,94.64,133.72,81.85,97.2,181.4,184.5,195.3,107,37.18,158
2017-12-07,217.6,46.13,193.7,171.4,542,67.52,258.9,NaN,NaN,52.85,250,111.4,111,196.7,58.63,199.6,96.6,56.14,20.02,97.25,95.11,133.05,81.9,97.75,181.4,184.7,196.6,107,37.57,156.1
2017-12-08,220.8,45.75,192.5,171,550.5,67.46,261.4,NaN,NaN,52.9,246.7,111.8,113.5,198.3,58.89,200.1,96.95,56.44,20.08,100,94.55,133.34,81.25,99.4,182.7,184.3,201.9,106,37.42,157
2017-12-11,221,45.75,193.7,171,558,67.67,265.8,NaN,NaN,52.65,249.4,111.9,114,199.6,58.73,201.3,97.35,56.7,20.2,100.8,94.23,134.77,81.25,99.85,183.3,186,202.6,105.4,37.52,158.8
2017-12-12,219.6,45.25,194.3,171.7,562,67.52,267.7,NaN,NaN,53.8,249.2,113.4,115,199.7,58.97,201.5,97.65,58.3,20.23,100.5,94.3,135.43,81.75,99.95,183,185,202.7,104.9,37.57,159.7
2017-12-13,219.1,46.13,192.3,170.5,563,66.59,266.4,NaN,NaN,55.9,248.9,116.8,114.5,202.5,58.86,201.2,97.35,57.96,20.18,100.6,93.42,134.77,82.2,99.7,182.3,183.5,200.7,104.6,37.46,158.2
2017-12-14,219.7,44.75,192.4,169.3,561,66.59,268.4,NaN,NaN,55.45,243.2,117.2,112.8,200.3,58.19,199.9,96.5,57.22,20.19,100,93.21,135.53,83.6,98.4,181.2,182.9,198.8,103.3,37.22,157.5
2017-12-15,221.2,45,192.3,167.8,562,66.78,270,NaN,NaN,55.1,242.3,115.8,112.8,174.3,58.7,202.1,95.78,56.5,19.93,100.3,92.52,137.15,84.05,97.9,171.9,183,200.1,105,37.44,157.2
2017-12-18,223.3,45.5,195.7,170.5,562,68.73,277.3,NaN,NaN,56.55,244.7,117,114.6,170,59.51,202.8,97.03,56.86,19.95,101.7,94.6,139.91,86.3,99.25,171.8,186.2,203.3,105.6,37.43,160.4
2017-12-19,223.2,46.13,196.2,171.4,558,68.37,274.7,NaN,NaN,55.75,240,118.3,114.7,172.1,59.07,203.2,96.35,56.98,19.69,100.9,93.72,139.24,85.35,99,171.5,185.4,203,106.8,37.5,162.3
2017-12-20,222.3,45.75,196.6,171,554,68.5,275.9,NaN,NaN,54.75,235.5,117.2,114.2,168.2,58.66,202,95.08,57.58,19.65,100.8,92.91,138.76,85.55,97.85,170.9,185,202.2,104,37.03,161
2017-12-21,224,45,198.4,172.6,560,69,279.8,NaN,NaN,56.05,239.9,117.2,115.8,170.2,59.54,205.6,95.85,58.38,19.9,102.6,93.12,140,85.8,99.1,171,185.7,203.1,103.9,37.37,160.4
2017-12-22,221.7,45.88,197.3,173.1,561,68.54,277.8,NaN,NaN,55.4,237,118,115.1,170.7,59.34,203.9,94.8,58.98,19.91,101.6,93.79,138.48,85.3,98.1,171,185.2,202.1,103.8,37.1,160
2017-12-27,221.2,45,197,172.5,556.5,68.2,280.3,NaN,NaN,54.85,235.7,116.8,113.7,170.2,59.57,203.4,94.45,57.8,19.93,100.4,93.4,138.48,85.35,97,170.2,184.4,200,104,37.01,155.4
2017-12-28,220.8,45.25,195.4,171.6,561.5,67.69,282.2,NaN,NaN,54.15,233.5,116,113,170.7,59.46,203.4,94.03,57.76,19.89,99.85,92.57,137.62,84.85,97,170.4,182.5,199.7,102.5,36.75,155.9
2017-12-29,220.3,44.88,193.8,170.4,568.5,67.08,280.6,NaN,NaN,53.85,233,116.1,112.2,169.3,58.7,202.5,93.53,56.88,19.65,99.3,92.1,136.77,84.55,96.3,170,182.2,197.9,100.8,36.55,152.7
2018-01-02,220.2,44.65,192.9,169.75,572,66.89,289.5,NaN,NaN,54.3,232.1,113.8,112.7,168.92,58.49,202.2,93.45,56.7,19.57,99.82,91.97,137.19,85.06,96.42,167.9,181.35,198.8,101.75,36.76,154.8
2018-01-03,220.6,45.25,194.9,170.5,577,67.65,289.8,NaN,NaN,54.6,237.6,115.4,111.4,168.04,59.16,203.9,94.73,60.6,19.87,99.6,92.61,139.95,85.3,96.54,167,185.8,197.3,102,36.83,157.35
2018-01-04,222.8,45.2,198.6,172,576,69.03,290.1,NaN,NaN,54.8,238.9,117.6,113.3,165.38,59.44,207.5,97.05,59.6,20.08,101.1,93.77,142.24,85.32,98.16,168.75,187.25,199.1,102.2,37.11,158.4
2018-01-05,223.3,46.55,199.95,172.9,579.7,69.89,291.5,NaN,NaN,55.46,237.2,116.8,114.2,162.9,60.86,209.6,97.5,61,20.37,100.35,94.3,143.52,85.64,98.92,169.65,188.45,200,103.4,37.55,159.8
2018-01-08,226.2,46.55,201.3,172.3,579.7,71.16,294.5,NaN,NaN,55.5,238.8,117.1,115.05,163.06,61.5,211.6,98.4,61.9,20.45,100.4,94.64,145.47,86.86,99.3,170.3,188.8,200,103.25,37.69,158.8
2018-01-09,226.6,47.9,203.5,176.75,583.8,71.27,299.8,NaN,NaN,56.02,235.4,120.2,117.45,159.72,61.2,214,98.55,61.8,20.56,101.65,94,145.57,88.78,101.45,173.55,189.3,205,105.05,38.48,158.9
2018-01-10,225.1,47.6,203.6,175.25,575.9,71.14,299.9,NaN,NaN,55.3,234.7,121.7,118.3,160.8,60.4,214.5,98.55,61.2,20.37,102.45,93.95,145.19,88.04,102.2,174.6,187.5,205.1,97.14,37.98,159.05
2018-01-11,224.6,48.1,204,174.45,574.5,71.42,298.6,NaN,NaN,55.88,238.9,120.3,117.25,159.38,63.87,214.1,98.6,61.1,20.25,103.15,93.4,146.76,87.28,101.8,172.75,188.3,205.5,97.1,37.75,158.8
2018-01-12,226.1,47.4,206.1,176.6,576.4,71.53,297.6,NaN,NaN,56.48,236.3,125.3,116.45,160.36,64.74,213.3,98.08,60.1,20.38,101.8,92.75,146.57,86.52,101.45,173.55,189,204.3,96.54,37.68,158.25
2018-01-15,224.6,47.15,207.2,177.4,575.6,71.76,294.9,NaN,NaN,56.36,238.7,125.4,115.4,160.44,65.57,212.9,98.25,59.8,20.14,101.2,91.25,148.14,87.24,100.95,173.55,192.75,199.6,97.14,37.58,159.85
2018-01-16,226.5,47.5,208.1,176.05,566.6,71.57,290.7,NaN,NaN,56,235.4,125.4,115.1,160.14,66.3,212.1,97.68,59.4,20.02,101.35,91.32,147.52,86.88,100.7,173.1,194.35,196.25,97.04,37.63,161.6
2018-01-17,223.4,48.2,207.2,175.45,561.9,71.69,290.9,NaN,NaN,57.82,235.5,122.2,115.2,157.32,65.7,212.9,98.03,59.3,20.02,101.6,91.92,148,87.14,100.5,159.1,196.5,198.3,95.96,37.3,162.2
2018-01-18,224,48.2,206.8,177.35,562.4,71.53,287.9,NaN,NaN,58.5,233.3,124.4,116.1,157.12,66.29,213.2,97.88,59.8,19.96,100.85,92.27,148.85,87.8,101.1,161.5,198.15,200.4,96.36,37.33,163.15
2018-01-19,225.1,49.25,209.3,178.8,568.8,72.12,289.9,NaN,NaN,58.56,234.5,128.3,115.5,157.8,67.54,215.7,98.28,60.5,19.98,100.25,93.26,151.47,87.96,100,160.25,199.4,200.4,95.44,37.22,165.3
2018-01-22,224.5,50.38,209.6,179.4,573.2,71.91,289.6,NaN,NaN,57.28,237,125.2,117.25,156.56,67.3,217.9,98.38,60.8,19.93,100.95,92.89,151.52,88.7,102.35,162.2,199.3,202.9,96.12,37.4,164.7
2018-01-23,226.3,49.7,209.4,180.8,579.4,71.72,284.8,NaN,NaN,57.08,239.8,124.8,117.7,157.42,67.43,219.9,99.6,61.2,20.06,102.35,90.33,150.85,88.54,101.35,163,198.35,205.5,97.02,37.64,166.25
2018-01-24,226.4,49.65,207.5,177.35,570.5,71.08,287.7,NaN,NaN,56.48,234.2,128.6,117,157.68,66.73,217.7,100.08,61.3,19.9,100.75,88.64,150.14,87.28,100.85,161.05,197.45,203.9,96.54,37.42,164.55
2018-01-25,223,48.45,205.3,175.45,566.8,70.19,286.7,NaN,NaN,54.6,236.7,125.4,114.8,157.3,66.11,214.8,97.1,61,19.5,96.56,87.12,150.04,86.04,98.66,160.2,195.45,200,96.66,37.11,162.25
2018-01-26,223.7,48.35,206.1,176.6,575.3,69.53,285.8,NaN,NaN,54.04,240.5,125.7,115.7,156.5,66.74,214,96.83,63.3,19.7,97.86,87.86,149.42,86.92,100.1,161.8,198.5,201.3,98.64,38.53,162.6
2018-01-29,222.2,49,200.8,174,572.5,69.47,290.4,NaN,NaN,54.98,238.4,122.6,115.75,157.54,66.51,213.4,97.8,63.5,19.15,97.62,87.05,147.47,86.64,100.2,162,194.75,202.5,99.18,39.33,161.05
2018-01-30,220.5,48.15,205.8,173.15,565.6,69.55,287.2,NaN,NaN,55.7,236.8,120.7,114.5,155.86,66.71,211.9,96.75,63.6,19.02,97.02,86.36,146.95,83.8,99.24,159.95,193.25,200.6,97.98,38.98,160
2018-01-31,219.4,48.6,206.7,174.5,552.9,69.98,285.8,NaN,NaN,50.6,236,122.3,114.65,139.34,67.04,209.9,96.28,63.5,19.18,97.24,87.14,147.66,81.54,99.54,160.15,194.75,201.4,98.56,39.55,160.85
2018-02-01,221,49.55,212,176.4,553,69.96,288.6,NaN,NaN,52.14,235.8,123.8,116,139.52,66.71,213,97.2,63.7,19.2,97.78,87.63,145.85,81.86,101.1,158.9,189.2,203.6,98.28,39.81,161.3
2018-02-02,218,47.4,206.5,176.25,568.7,67.71,280.5,NaN,NaN,53.8,233.5,119,115.35,142.22,66.31,210.1,95.3,62.8,18.93,96.96,87.05,142.67,80.82,100.1,163.25,181.25,201.1,97.78,39.31,157.9
2018-02-05,212.2,45.75,199.55,171.3,550.1,66.12,277.3,NaN,NaN,51.6,225.5,119.7,113.9,140.56,65.5,202.6,91.13,61,18.45,94.9,84.74,139.95,79.44,97.28,159.65,175.35,197.05,96.84,38.32,154.15
2018-02-06,205.8,44.5,195.45,175.4,531.7,64.38,272.7,NaN,NaN,50.14,217.9,119.7,110.8,137.3,64.47,196.85,89.4,59.5,17.95,91.88,83.26,138.15,77.44,93.48,158.6,172,194.8,94.56,36.98,152.05
2018-02-07,210.5,46.4,201.6,176,542,66.34,274.6,NaN,NaN,52.42,223.5,124.3,111.8,139.9,70.94,201.3,92.73,62.3,18.4,94.94,85.39,143.28,79.18,96.08,162.6,174.15,202.1,97.98,37.68,155.8
2018-02-08,199.7,44.8,196.4,170,554.3,64.73,271.4,NaN,NaN,51.56,219.3,119.8,110.3,140.18,68.57,194.3,89.5,60.7,18.17,93.82,83.66,139.19,77.54,94.78,159.6,170.25,199.5,94.84,36.37,151.65
2018-02-09,195,43.55,193.5,166.9,539.5,63.54,270.5,NaN,NaN,51.78,224,119.1,108.8,138.94,67.61,192.45,87.83,59.3,17.99,92.6,84.26,137.24,76,93.96,159.05,168,195.9,93,36.06,148.85
2018-02-12,198.25,44.35,196.6,169.95,549,64.43,276,NaN,NaN,52.5,225.9,121.5,109.7,140.56,68.24,195.15,89.18,60.6,18.36,93.08,84.26,138.67,76.98,94.38,161.85,169.9,199.9,94.96,37.15,151.15
2018-02-13,195.1,43.95,194.3,169.25,545.3,63.79,273,NaN,NaN,52.82,223.3,122,110.9,141.56,68.83,193.65,88.7,60.6,17.98,92.06,84.53,137.57,77.44,93.46,160.85,167.85,199,94.84,37.21,150.2
2018-02-14,197.65,43.35,195.5,172.05,547.8,64.64,283.3,NaN,NaN,53.06,222.8,124.4,114.3,135,69.97,195.5,90.65,60.8,18.25,93.76,85.76,138.48,78.22,96.2,164.4,169.5,204.2,95.26,37.16,152.8
2018-02-15,201.7,46,197.45,174.2,534.8,65.42,288.8,NaN,NaN,53.74,223.8,111.5,115.1,139,69.66,196.35,90.48,62,18.58,94.06,87.35,139.19,78.14,96.36,164.3,170.65,205.4,94.42,37.41,152.45
2018-02-16,202.6,44.5,197.95,177.5,537.8,66.06,288.5,NaN,NaN,54.08,225.5,116,116.2,140.76,69.6,199.7,91.25,63.2,19.23,94.46,86.52,141,79.18,97.26,164.7,172.1,206.4,96.36,37.72,155
2018-02-19,201.5,43.6,196.65,176.7,534,65.47,285.8,NaN,NaN,53.48,226,113.3,116.9,140.68,69.04,199.75,90.75,65.2,19.63,94.68,91.25,140,78.24,97.8,162.35,169.95,205.8,96.92,37.35,154.65
2018-02-20,205.2,44.25,201.7,180.8,542.5,66.97,287.7,NaN,NaN,54.74,226,115.8,116.3,140.9,69.83,201.5,92.05,66.6,19.91,94.72,89.45,143.52,79,98.4,162.95,174.95,206.4,97.84,37.45,158.2
2018-02-21,203.5,43.7,200.1,182.35,550.6,67.2,290.2,NaN,NaN,54.82,225,115.3,116.7,141.5,70.2,201.5,91.93,67.7,19.88,93.98,89.91,143.9,80.56,98.64,162.9,176.2,208.1,98.44,37.84,158.55
2018-02-22,203.3,43.75,200.5,182.9,549.4,67.22,289.1,NaN,NaN,54.6,224.9,114.6,115.45,138.66,69.9,200.6,91.65,67.8,19.73,93.78,89.96,145,80.52,97.74,163.95,175.2,207.7,98.86,38.19,159.85
2018-02-23,203.6,43,200.2,183.3,549.8,66.86,290.4,NaN,NaN,55.94,226.3,114.2,115.5,138.5,70.14,200.2,91.95,67.2,19.73,94.1,87.74,144.05,83.38,97.46,166.85,174.95,207.9,99.16,38.74,157.75
2018-02-26,203.2,43.7,201.9,184.5,555.3,67.35,298.5,NaN,NaN,56.64,230.2,111.4,115.05,139.02,70,200.5,93.33,67.6,19.61,94.86,88.13,144.76,83.76,97.76,165.95,176.35,209.4,100.35,39.33,156.35
2018-02-27,204.5,44.25,201.5,185.25,555.8,67.27,298.7,NaN,NaN,56.68,226.8,111.4,113.85,139.02,70.26,199.9,93.5,68.3,19.63,95.38,87.4,146.43,83.16,98.72,165.4,176.4,209.1,99.02,39.19,157.4
2018-02-28,202.6,43.8,200.3,185.85,553.7,67.25,294.9,NaN,NaN,55.76,228,110.7,114.2,137.42,69.53,199.05,93.78,67.8,19.67,94.56,87.23,147.04,82.5,97.92,165.65,174.45,209,98.48,39.33,156.95
2018-03-01,199.6,42.65,196.3,183.55,547.9,65.44,289.4,NaN,NaN,54.24,223.3,112.9,114.6,134.9,68.07,196.2,91.78,66.1,19.36,94.12,85.99,143.95,80.9,97.32,163.65,170.45,207.7,96.26,38.9,155.95
2018-03-02,196.6,42.1,188.8,178.7,549,63.45,282.3,NaN,NaN,53.78,218.9,110.8,111.45,131.92,66.94,192.65,90.2,65.8,18.8,92.56,84.03,137.72,79.74,95.32,161.1,165.15,203.6,94.5,38.93,149.75
2018-03-05,198.95,42.3,190.4,182.45,556.8,64.98,281.5,NaN,NaN,55.56,224.7,112.4,112.05,134.02,68.47,193.35,90.85,68.6,18.94,93.76,83.86,139.05,80.96,95.68,163.5,165.75,205.8,95.66,39.44,150.75
2018-03-06,199.9,42.25,190.75,183.8,555.2,65.53,286.5,NaN,NaN,55.76,228.5,113,112.85,135.76,69.41,195.35,91.75,69.2,19.19,94.24,84.79,140.29,82.6,96.1,164.4,166.3,208.5,96.74,39.95,150.75
2018-03-07,198.35,42.25,192,184.05,553.5,64.96,286.4,NaN,NaN,55.52,227.4,112.3,114.6,137.2,69.31,195.35,92.4,67.8,18.95,95.76,84.33,139.29,82.94,97.2,162.85,166.15,210.5,98.04,39.8,149.3
2018-03-08,200.6,43.25,194.95,185.5,559.5,66.57,285.8,NaN,NaN,56.62,233,114.8,116.2,136.98,70.69,196.4,93.95,68.5,19.32,97.32,89.8,142,85,98.54,167.95,169.6,210.4,99.94,39.8,151.65
2018-03-09,201.6,44.15,197.2,186.2,554.8,67.44,288.4,NaN,NaN,56.94,231.9,115,116,136.2,71.07,196.7,93.78,70,19.38,96.7,89.27,143.28,85.84,98.06,170.35,170.55,210.5,100.25,39.85,153
2018-03-12,201.6,44.4,197.4,186.25,557.9,67.86,289.1,NaN,NaN,56.74,231,115,116.6,136.74,71.1,198.2,93.98,69.6,19.52,97.84,89.73,142.71,86.52,98.46,171.1,169.9,211.4,100.7,40.02,152.25
2018-03-13,199.4,44.85,195.05,183.75,557.5,67.1,288,NaN,NaN,56.1,227.4,116,115.9,134.88,70.96,195.9,93.5,69.7,19.52,96.7,88.07,141.76,84.4,96.92,168.9,169.45,209,100.35,39.55,151.5
2018-03-14,197.5,44.75,195.15,184.4,552.7,67.73,296.2,NaN,NaN,55.92,229.9,116,116,136.34,70.34,196.6,93.93,68.5,19.52,96.76,88.18,142.95,85.22,97.66,168.75,171.7,211,99.68,39.62,151.75
2018-03-15,198.45,44.85,197.85,184.35,555.9,68.88,294.3,NaN,NaN,56.26,228.3,113.4,115.3,131.82,70.37,196.75,95.33,68.1,19.76,97.14,89.33,146.47,85.24,97.74,171.35,174.3,210.2,98.7,39.75,154.3
2018-03-16,198.7,45,195.8,181.25,562.6,68.39,296.4,NaN,NaN,55.78,225.3,111.3,115,131.28,69.94,196.9,95.18,67.6,19.59,89.06,89.98,145.14,86.96,98.54,171.75,174.05,210.6,98.94,39.67,152.25
2018-03-19,195.3,44.75,193.85,180.25,563.3,67.25,289.4,NaN,NaN,54.8,223.5,110.2,112.8,129.16,69.33,192.85,92.98,66.1,19.42,87.14,88.6,141.9,85.74,96.32,169.8,169.05,205.7,97.94,39.4,149.45
2018-03-20,196.95,45.05,196.4,179.65,568.8,68.11,288.3,NaN,NaN,54.36,222.5,111.9,111.75,128.3,69.47,193.8,93.35,65.7,19.56,87.9,89.1,143.71,85.42,95.58,169.35,175.05,206.2,97.9,38.79,151.95
