Date,OMXS30_ABB,OMXS30_ADDT_B,OMXS30_ALFA,OMXS30_ASSA_B,OMXS30_AZN,OMXS30_ATCO_A,OMXS30_BOL,OMXS30_ERIC_B,OMXS30_SHB_A,OMXS30_HM_B,OMXS30_HEXA_B,OMXS30_INDU_C,OMXS30_INVE_B,OMXS30_NIBE_B,OMXS30_NDA_SE,OMXS30_SAAB_B,OMXS30_SAND,OMXS30_SCA_B,OMXS30_SEB_A,OMXS30_SKA_B,OMXS30_SKF_B,OMXS30_SWED_A,OMXS30_TEL2_B,OMXS30_TELIA,OMXS30_VOLV_B,OMXC20_NOVO_B,OMXC20_DANSKE,OMXC20_DSV,OMXC20_MAERSK_B,OMXC20_CARL_B,OMXC20_COLO_B,OMXC20_GMAB,OMXC20_TRYG,OMXC20_GN,OMXC20_JYSK,OMXC20_NDA_DK,OMXC20_AMBU_B,OMXC20_RBREW,OMXC20_NKT,OMXC20_SYDB,OMXH25_ELISA,OMXH25_FORTUM,OMXH25_HIAB,OMXH25_HUH1V,OMXH25_KEMIRA,OMXH25_KESKOB,OMXH25_KNEBV,OMXH25_KCR,OMXH25_NESTE,OMXH25_NOKIA,OMXH25_TYRES,OMXH25_NDAFI,OMXH25_ORNBV,OMXH25_OUT1V,OMXH25_SAMPO,OMXH25_STERV,OMXH25_TIETO,OMXH25_UPM,OMXH25_WRT1V
2006-03-22,93.5,8.62,51,45.83,396,16.07,106.5,151.5,70,147.75,11.6,110,35.75,4.07,72.72,42.47,83.46,22.76,93.91,134.5,113.17,174.52,92.51,45,69.8,19.73,208.44,86,10200,330.15,87,191.5,60.58,86.75,311.79,57.98,5.2,91.99,145.6,186,17.5,20.02,34.13,15.75,8.59,6.79,8.33,13.57,9.2,16.97,14.05,7.74,18.88,37.06,3.21,12.89,31.9,20.73,5.06
2006-03-23,92.75,8.67,51.25,46.17,396,16.31,109.5,152,70.33,148,11.52,111,35.88,4.03,73.69,42.36,83.46,22.9,96.49,134,114.1,176.18,93.47,45.4,70.6,19.4,209.36,85.5,10182.56,329.75,88.5,190,60.26,86.75,311.32,58.76,5.25,92.28,145.99,186,17.42,19.78,33.65,15.75,8.58,6.73,8.32,13.59,8.82,16.96,14.32,7.88,18.86,38.89,3.22,12.7,31.97,19.5,5.06
2006-03-24,93.75,8.62,51.5,46.17,403.5,16.59,115.5,152.5,70.67,150,11.36,110.5,35.75,3.98,75.05,43.51,83.56,23.11,97.78,133.5,114.1,177.01,92.99,46.4,71.3,19.3,209.83,84.9,10234.87,329.75,88.6,187,59.8,86.25,310.86,59.54,5.3,90.55,145.4,186,17.41,19.98,34,15.64,8.62,6.8,8.24,13.94,9.06,16.97,14.32,8,18.96,38.89,3.2,12.84,31.32,19.77,5.03
2006-03-27,93.5,8.71,52.63,46.33,395,16.39,114,149,70.83,148.25,11.21,109.5,35.25,4.04,75.24,43.51,82.81,23.18,97.78,132.5,112.23,178.25,91.78,47,71.9,19.55,212.83,84.7,10339.49,331.36,89.1,183.5,58.87,85.25,315.5,60.31,5.45,90.98,146.77,187,17.58,19.86,33.85,15.78,8.74,6.85,8.36,14.38,9.14,16.96,14.5,8.07,19.05,38.94,3.17,12.72,31.15,19.67,4.98
2006-03-28,94.75,8.67,52,45.83,395,16.43,116.5,148.5,71.17,148,11.79,108.75,34.88,4.04,75.05,44.09,82.63,22.8,97.27,132.5,112.23,177.83,91.54,46.4,72,19.75,211.45,84.3,10269.74,329.75,94.9,187,59.02,84.25,312.72,59.92,5.45,89.11,146.77,190,16.45,19.89,33.95,15.29,8.63,6.43,8.23,14.33,9.22,16.77,14.39,8,19.13,38.25,3.15,12.47,31.04,19.16,4.96
2006-03-29,96.75,8.62,52.5,45.83,397.5,16.98,116.5,149,72,144.25,12.31,108.75,34.88,4.04,76.02,44.21,82.72,23.07,99.59,134,115.51,179.49,90.58,47,72.4,19.55,211.68,82.9,8944.62,325.31,92.8,188.5,57.93,83,311.32,59.92,5.33,89.4,148.13,191.5,16.25,20.52,33.63,15.41,8.62,6.41,8.31,14.15,9.38,16.69,14.63,8.04,19.63,38.99,3.17,12.53,32.1,19.4,5.07
2006-03-30,98,8.75,53,47.17,395.5,17.38,118,152.5,72.17,144.5,12.6,110.5,35.75,4.03,75.44,45.01,85.69,23.42,98.56,135,119.72,182.38,89.62,46.6,73.3,19.38,212.37,82.1,8822.56,325.71,92.2,189,57.93,84.75,310.86,60.31,5.28,90.55,150.08,194,16.35,20.82,33.75,15.63,8.59,6.49,8.56,14.31,9.67,17.49,14.86,8.04,19.89,38.96,3.17,12.77,32.11,19.7,5.2
2006-03-31,98,8.83,52.38,48.17,392,17.42,119.5,148,72.17,142,12.57,110.75,35.38,4,74.66,45.24,85.6,23.62,99.59,127.5,118.78,181.56,88.65,46.7,72.9,19.15,211.45,82,9223.59,324.5,92.7,195,55.99,85,315.04,59.15,5.2,89.83,152.03,193,16.38,20.82,33.8,15.6,8.7,6.44,8.49,14.2,9.46,17.08,14.55,7.94,19.89,38.14,3.16,12.7,32.24,19.5,5.1
2006-04-03,100.5,8.96,53.5,48.67,393,17.74,124,149,73.17,144,13.14,111.75,36.63,3.92,76.41,43.97,89.13,23.9,102.68,127.5,121.59,184.86,89.13,46.8,75.2,19.5,214.22,82.5,9258.46,324.5,95.8,207,55.76,85,319.69,60.12,5.3,87.68,152.03,194,16.37,21,34.22,15.77,8.79,6.55,8.53,14.43,9.46,17.16,14.74,8.11,20.21,38.96,3.21,12.59,31.49,19.52,5.19
2006-04-04,99.75,9.17,53,48,389,17.62,124,146,73.83,141.5,12.86,112.5,36.25,3.87,76.21,44.78,89.6,23.62,101.91,130.5,117.84,184.45,89.86,46.5,73.5,19.43,212.83,81.1,9328.21,319.66,93.1,210,55.06,84.5,316.43,60.7,5.38,88.97,153.59,192,16.5,20.69,36.5,15.88,8.79,6.51,8.43,15.27,9.28,16.92,14.77,8.14,19.42,40.24,3.23,12.44,30.77,19.34,5.15
2006-04-05,98.5,9.25,53.25,47.83,391.5,17.34,126.5,146.5,74.17,144.25,12.98,113.5,36.88,3.82,76.6,44.21,90.16,23.59,100.62,132.5,120.18,184.45,91.06,47.3,75,19.9,213.53,80.8,9380.51,322.48,93.8,209.5,53.97,84.5,317.36,61.67,5.38,87.82,156.51,193.5,17,20.8,36.33,16.07,8.88,6.41,8.45,15.16,9.63,17.04,14.72,8.18,19.52,40.15,3.22,12.47,30.79,19.33,5.17
2006-04-06,97.5,9.58,52.75,48.33,390,17.18,129,145.5,74,142,13.17,113.5,36.75,3.91,74.47,43.17,88.3,23.35,100.1,133.5,118.78,183.62,92.03,47.4,71.2,20.27,216.3,83.4,9432.82,322.48,98.3,203,54.83,85.5,328.98,59.54,5.4,89.69,155.93,196,17.15,20.88,36.12,16.08,8.85,6.47,8.44,15,9.66,17.1,14.74,7.99,19.61,40.63,3.17,12.47,30.81,19.27,5.24
2006-04-07,99.25,9.42,52,48,395,16.86,125.5,145.5,73.17,141,13,112.75,36.88,4.08,73.69,43.86,88.3,22.35,99.59,133,118.31,181.97,91.78,47.1,71,19.75,219.77,82.7,9520,320.06,97.6,204,54.83,85.5,328.05,58.95,5.35,88.83,151.64,197.5,16.9,20.75,36.13,16.58,8.89,6.51,8.46,14.9,9.6,17.02,14.55,7.9,19.32,40.43,3.16,12.21,30.71,19.29,5.33
2006-04-10,99.5,9.25,52,48.67,394.5,16.98,128,146.5,74.17,141.25,12.88,111.5,37,4.1,73.89,43.74,87.27,22.45,99.59,132,118.31,184.45,91.78,47.1,70.6,19.8,221.16,82.9,9432.82,318.85,97.3,200,54.67,86,331.3,58.57,5.4,88.4,149.89,196.5,17.13,20.74,36.12,16.19,8.85,6.46,8.61,14.83,9.67,16.97,14.2,7.87,19.17,40.75,3.13,12.32,30.48,19.17,5.31
2006-04-11,98,9,51.88,48,391,17.02,128,142.5,73.67,141,12.83,110.5,36.75,4.12,72.92,42.71,86.72,22.45,96.75,129.5,116.91,180.73,91.54,46.4,70.5,19.45,221.63,82.2,9275.9,313.2,94.9,200,53.9,86,328.98,58.37,5.35,89.11,150.67,196,16.93,20.4,36.14,16.01,8.83,6.5,8.53,14.85,9.6,17.6,13.91,7.78,19.06,40.61,3.11,12.09,30.17,19.13,5.43
2006-04-12,98.5,9.08,51.75,47.5,394.5,16.82,132.5,146.5,73.67,140.75,12.86,109,36.63,4.12,72.33,42.24,85.69,22.28,98.81,130,115.97,180.31,92.03,46.4,70.7,19.18,215.61,83.3,9258.46,309.17,94.1,208.5,53.28,85.5,320.62,57.79,5.3,87.68,150.67,195.5,16.71,20.48,35.85,15.85,8.56,6.38,8.59,14.5,9.45,17.38,13.72,7.72,18.66,39.79,3.11,12.18,30.12,18.99,5.35
2006-04-13,98.75,9.08,51.75,47.5,394.5,16.82,132.5,146.5,73.67,140.75,12.86,109,36.63,4.12,72.33,42.24,85.69,22.28,98.81,130,115.97,180.31,92.03,46.4,70.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.68,20.53,36.33,15.91,8.72,6.4,8.96,14.48,9.31,17.42,13.8,7.76,18.8,39.97,3.11,12.33,27.41,19.1,5.57
2006-04-18,98.75,9.25,52.25,47.67,394,16.78,146.5,146.5,74,141,13.14,109.5,36.38,4.04,71.75,40.97,87.46,22.17,97.52,129.5,118.31,179.07,93.23,46.4,70.4,19.58,215.84,84.4,9066.67,307.95,93.9,214,52.89,85,319.69,57.6,5.38,88.25,150.47,196,16.61,21.08,36.15,15.96,8.68,6.38,8.85,14.78,9.58,17.36,13.79,7.7,18.65,40.88,3.11,12.19,26.78,18.72,5.48
2006-04-19,99.75,9.17,53.88,48.83,396.5,17.3,149.5,144,76.17,143,13.76,111.75,36.88,4.15,73.5,41.32,88.85,22.52,99.59,131,121.12,181.56,93.47,46.9,70.7,19.4,215.84,84.7,8962.05,309.97,93.8,210,53.35,84,318.29,58.57,5.45,88.4,150.86,195,16.69,21.73,37,16.35,8.88,6.36,9.24,14.8,9.64,17.43,13.95,7.9,18.73,41.25,3.06,12.55,26.88,19.39,5.57
2006-04-20,100.5,9.12,54.88,49,402,17.5,140.5,143.5,77,142.5,13.6,112.75,36.5,4.17,73.5,41.09,89.41,22.9,100.36,130.5,122.99,181.56,93.47,47,70.5,19.23,217.46,86,8927.18,311.99,95.8,210,55.22,84.25,327.59,59.34,5.53,88.11,152.03,201,16.62,22.55,37.66,16.02,8.78,6.46,9.42,14.9,9.64,18.4,14.02,7.9,18.95,41.25,3.09,12.68,27.05,19.81,5.58
2006-04-21,104.5,9.08,56.25,50.17,408,18.14,146.5,133,77.5,142,13.57,115.25,36.5,4.15,74.86,40.63,92.11,23.24,101.65,130.5,125.79,184.86,92.75,47.2,70.4,19.38,219.08,87.5,9153.85,315.62,96.2,211.5,55.84,85.25,337.34,59.92,5.5,87.82,151.25,206,16.57,23.13,37.5,16.04,8.91,6.49,9.56,15.41,9.63,18.65,14.35,8.02,19,42.83,3.09,12.79,26.6,19.95,5.58
2006-04-24,105,9.17,56.38,50.33,402.5,17.9,145.5,131.5,74.67,142,13.4,115.5,36,4.18,74.27,42.01,92.39,23.14,100.62,133,125.33,179.07,90.82,48,71,19.43,218.39,89.7,9153.85,317.24,97.6,210.5,55.6,84.5,335.48,59.15,5.9,89.54,152.03,203.5,16.44,22.77,38.8,15.86,8.94,6.54,9.82,15.66,9.85,18.29,14.25,7.94,18.86,43.24,3.1,12.71,26.19,20.04,5.68
2006-04-25,106.5,9.04,54.75,48,403,17.46,142.5,133.5,73.83,138.75,13.24,115.5,36.13,4.28,74.27,43.63,90.16,23.52,99.85,133,122.52,177.83,90.34,48.9,74.1,19.75,218.85,90.2,9171.28,321.27,97.5,210.5,55.99,84.5,335.48,59.34,5.9,89.98,152.03,211.5,16.41,22.01,39.6,16.21,8.8,6.54,9.31,15.2,9.54,18.25,14.02,7.94,18.79,45.6,3.09,12.59,26.43,19.24,5.7
2006-04-26,107,8.79,54.75,49.33,400,17.62,144.5,134.5,71.17,140.25,13.1,116,36.13,4.35,75.05,43.74,90.16,23.21,99.59,130.5,120.18,172.04,89.38,49.4,74.7,19.5,219.54,91,9206.15,318.85,98,211.5,55.84,85.5,335.95,60.12,5.83,93.71,152.22,210,16.74,21.43,39.28,16.37,8.81,6.45,9.75,15.27,9.42,18.51,13.93,8.04,18.83,44.52,3.02,12.86,26.39,19.35,5.83
2006-04-27,105.5,8.92,60.25,48.83,410.5,17.98,138.5,132,70.17,139.25,12.88,115.25,36.25,4.27,74.47,43.4,89.04,23,98.3,129,120.18,173.7,89.13,49.8,73.6,19.25,219.31,97.1,9066.67,320.47,96.2,210,55.45,84.25,331.77,59.54,5.75,95.29,151.64,211,16.52,19.6,39,15.72,8.59,6.84,9.38,15.1,9.16,18.39,13.93,7.99,18.86,44.11,3,12.7,25.49,18.92,5.64
2006-04-28,105.5,9.08,59.88,47.5,407,17.3,149.5,131,70.5,139.75,13,116,36,4.21,73.5,43.97,89.04,23.04,95.72,127.5,118.31,167.49,89.86,45.7,74,19.2,217.69,96.8,8857.44,321.27,95.6,209.5,56.54,84.25,334.09,59.34,5.78,91.84,148.13,215,16.28,20.02,38.53,15.5,8.49,6.84,9.25,14.69,9.22,18.05,13.56,7.94,18.81,43.7,2.98,12.42,24.89,18.6,5.63
2006-05-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.15,219.54,98.7,8979.49,320.47,95,209.5,58.17,84.5,333.63,60.12,5.73,91.84,146.18,215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-05-02,106.5,9.17,62.75,47.33,409,17.46,162,130.5,70.67,142.75,13.45,116.75,35.75,4.21,74.27,45.01,92.66,23.38,97.52,128,120.18,167.08,87.93,46.4,74.8,19.33,221.16,102.2,9014.36,322.89,95.4,212.5,58.25,84.75,334.09,59.34,5.66,88.83,150.86,215.5,16.3,20.11,38.6,15.33,8.56,7.38,9.29,14.97,9.51,18.06,13.8,7.97,18.63,45.07,2.96,12.62,24.35,18.59,5.64
2006-05-03,105,9.17,66.25,47.67,404.5,17.78,158,129.5,69.83,144.25,13.76,118.25,36.13,4.28,72.53,43.4,94.8,23.31,97.27,130,121.59,162.53,80.94,45.4,74.5,19.23,221.63,101.4,8857.44,319.26,94.4,216.5,57.08,80.5,335.48,57.79,5.65,89.98,153.98,218,15.99,20.25,40.12,15.26,8.64,7.14,9.33,15.22,9.38,18.01,13.6,7.78,18.53,45,2.93,12.38,24.37,18.28,5.63
2006-05-04,105.5,9.25,66.88,47.17,401,18.22,159,129.5,70.83,142.5,13.57,119.5,36.38,4.3,72.53,44.32,96.85,23.45,97.78,129,125.33,164.6,78.54,45.8,75.6,19.27,221.63,103.4,8909.74,328.94,96,219,58.4,82.75,340.13,58.18,5.63,90.12,154.76,218.5,16.14,20.76,40,15.55,8.46,7.43,9.34,15.2,9.42,18.02,13.79,7.8,18.5,46.4,3,12.48,24.73,18.78,5.59
2006-05-05,105.5,9.21,66.25,47.17,398.5,18.73,158,132,71.33,143.5,13.33,122.25,36.63,4.35,73.3,44.67,96.48,23.45,98.81,128,126.73,170.8,79.26,46.2,76,19.23,222.09,103.8,9171.28,322.08,96,215.5,59.18,82,342.92,58.76,5.6,88.68,154.37,219.5,16.27,20.29,40.93,15.76,8.73,7.47,9.45,14.9,9.63,17.97,13.87,7.89,18.3,46.67,3.03,12.42,25.11,18.9,5.71
2006-05-08,105,9.33,65.13,47.33,399,18.49,161,131,71.17,144,13.33,123.5,36.38,4.35,73.69,45.13,94.43,23.59,98.04,132,125.79,168.73,79.02,46.7,75.8,19.52,224.4,107.2,9275.9,327.33,95.4,215.5,59.8,80.5,346.64,59.15,5.6,88.68,159.83,220.5,16.33,20.14,41.2,15.88,8.62,7.2,9.48,15.02,9.25,18.08,13.96,7.92,19.1,47.47,3.01,12.45,25,18.99,5.71
2006-05-09,105,9.33,62.38,47.67,402,18.14,170,130.5,70.5,146,13.19,117.25,36,4.32,73.69,45.13,92.94,23.76,99.59,132,123.46,167.49,79.02,47.6,76.6,19.88,230.42,105.5,9345.64,326.92,96.6,218,60.58,74.25,349.89,58.95,5.58,89.83,162.75,220,16.73,19.99,42.15,15.71,8.67,7.53,9.55,15.3,9.18,18.16,13.91,7.9,18.63,48.11,3.01,12.44,24.66,18.99,6
2006-05-10,105.5,9.83,62.13,47.17,400,18.38,172.5,124,70.83,144,13.31,116,35.75,4.31,74.27,44.78,93.69,23.8,100.1,132,124.39,167.49,79.26,47.6,77.6,19.55,231.8,107.5,9415.38,349.53,98.1,218,59.49,75.5,351.75,59.34,5.58,90.12,163.33,221,16.74,19.7,41.9,15.54,8.81,7.4,9.34,16.9,9.01,17.84,13.5,7.94,18.67,47.59,2.97,12.4,24.84,18.97,5.92
2006-05-11,108.5,9.87,62.5,47.33,398,17.94,174.5,127,71.17,143.75,13.29,117,36.25,4.77,73.3,45.13,91.83,23.52,99.59,129.5,121.12,168.32,78.78,46.5,77.2,19.25,232.27,109.8,9084.1,348.72,95.9,225,60.65,77.75,363.36,58.76,5.65,90.55,159.44,224.5,16.21,19.39,41.58,15.2,8.83,7.48,9.29,17.52,9.39,17.21,12.88,7.89,18.9,47.34,2.98,12.24,24.25,18.81,6.01
2006-05-12,104,9.75,59.75,45.33,392.5,17.26,168.5,122.5,69.67,141.5,12.67,112.5,35.25,4.44,71.36,43.63,88.3,22.83,97.52,127.5,116.91,164.6,75.16,44.8,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.2,18.93,39.98,14.77,8.57,7.28,9.01,17,9.19,16.69,12.4,7.66,18.2,45.23,2.89,11.78,23.92,17.95,5.88
2006-05-15,100,9.42,57.25,43.67,393,16.63,147,120.5,68.67,136.5,12.14,110.25,34.13,4.47,71.17,40.97,87.37,22.17,96.75,123.5,115.97,162.12,74.44,44.8,73.4,18.85,222.55,104.4,8752.82,334.19,92.4,218.5,58.87,73,360.11,56.63,5.43,85.38,150.67,221.5,16.08,19.42,38.85,14.36,8.47,7.3,8.96,16.42,8.95,16.99,11.85,7.59,18.3,42.42,2.81,11.66,23.4,17.64,5.66
2006-05-16,98.5,9.37,59,43.67,400.5,16.59,140.5,123.5,68.33,135.75,11.9,109.5,34.5,4.46,71.36,41.55,85.14,22.45,95.98,119.5,115.51,162.94,76.37,44.7,74.9,18.93,223.48,103,8874.87,330.56,92.2,217,58.63,73.5,354.07,57.01,5.5,84.08,150.47,219,15.79,19.72,38.62,14.62,8.38,7.15,8.92,15.94,8.8,17.05,12,7.6,18.27,42.33,2.88,11.63,23.85,17.72,5.6
2006-05-17,93.5,9.04,56,41.17,392.5,15.55,131,117,65.33,131.5,11.43,104.75,32.88,4.3,67.68,40.63,81.7,21.55,91.59,115.5,109.89,156.33,74.2,43.5,71.5,18.4,217,101.1,8735.38,330.96,89.6,203,55.6,70,345.71,55.27,5.25,81.93,144.23,216.5,15.51,19.16,37.45,14.2,8.18,7.18,8.6,15.35,8.42,16.63,11.53,7.28,17.38,40.72,2.77,11.26,23.5,16.98,5.36
2006-05-18,91.25,8.5,55.75,40.17,388.5,15.79,124,116,65.17,129.5,11.38,100.75,32,3.99,67.1,40.17,81.98,21.1,90.04,112.5,109.43,153.85,74.92,43.9,70.5,18.52,211.91,96.6,8578.46,318.85,89.2,189,54.75,68,339.67,54.3,4.95,77.62,137.61,213,15.2,18.85,36.23,13.88,8.11,7.1,8.35,14.65,8.02,16.39,11.3,7.2,15.99,39.81,2.76,10.99,22.98,16.61,5.3
2006-05-19,94.5,8.62,54.75,41.83,387,15.71,117.5,114,66,130.5,11.36,101.5,32.13,3.97,68.07,40.63,81.6,20.96,91.07,111.5,106.62,156.33,74.2,43.7,71.4,18.4,213.07,97.4,8700.51,327.33,90.9,188,56.77,70,343.85,54.3,5.25,79.48,139.17,211.5,15.44,18.4,35.96,13.83,8.03,7.1,8.29,14.9,7.91,16.45,11.22,7.26,16.28,40.18,2.75,11,22.7,16.65,5.17
2006-05-22,86.25,8,50,39.33,376.5,14.52,101.5,112,63.17,125,10.67,96.5,30,3.65,64.38,37.74,75.56,20.14,87.46,105.5,96.8,150.54,68.9,41.3,66.6,18.27,206.13,92.5,8334.36,311.59,86.1,182.5,53.66,66.75,333.63,51.97,5,76.9,128.06,202,14.89,18.01,33.04,13.35,7.83,6.97,7.76,13.9,7.53,16.07,10.7,6.9,15.7,38.09,2.62,10.61,22.67,15.96,4.75
2006-05-23,93,8.33,54,41.5,386,16.19,117,116.5,66.33,130.75,11.38,102,32.38,4.03,68.07,38.09,81.7,21,91.85,111.5,109.43,158.81,72.99,43.5,70.2,18.35,212.14,96.5,8543.59,318.85,88.3,182,54.83,68.5,339.2,53.72,5.28,77.62,135.07,205.5,14.9,18.72,34.8,13.65,7.98,7.16,7.98,14.93,8.12,16.75,11.38,7.3,16.05,39.79,2.7,10.9,23.38,16.66,5.04
2006-05-24,87.5,8.33,54,41.5,386,16.19,117,116.5,66.33,130.75,11.38,102,32.38,4.03,68.07,38.09,81.7,21,91.85,111.5,109.43,153.85,72.99,43.5,70.2,18.08,208.21,95.5,8473.85,318.04,85.5,186,53.9,67,335.02,52.94,5.13,75.46,132.93,202.5,15,18.87,33.51,13.71,7.72,7.18,7.78,14.7,8.1,16.56,11.32,7.09,16.26,39.03,2.71,11.04,22.51,16.75,4.84
2006-05-26,92.75,8.46,55.38,43.5,386,16.15,129.5,118.5,66,134.5,12.19,103.75,32.88,4.38,70.01,39.7,83.46,21.45,92.88,117,110.36,160.46,76.13,44.4,71.5,18.15,207.51,97.3,8456.41,325.71,86.4,186.5,55.53,66.75,345.24,54.88,5.15,76.18,135.85,209,15.35,19.38,36.48,14.08,8.02,7.33,8.23,15.65,8.59,17.12,11.84,7.49,16.72,40.38,2.79,11.22,22.8,17.22,5.08
2006-05-29,93.75,8.79,56.25,43,386,16.19,138,120.5,66.33,133.25,12,104.25,32.88,4.4,69.23,40.17,83.18,21.38,92.11,115.5,109.89,160.05,74.92,43.6,71.9,18.45,213.53,99.4,8543.59,328.94,89.8,190,56.85,69,348.49,55.46,5.33,79.2,144.04,210,15.44,19.32,36.9,14.19,8.06,7.34,8.38,15.7,8.64,17.08,11.98,7.46,16.65,41.78,2.78,11.19,22.6,17.12,5.16
2006-05-30,90.25,8.83,53.38,41.67,376.5,15.35,131.5,115.5,64.33,131,11.67,99.5,31.25,4.32,66.52,39.24,78.91,20.69,87.98,111.5,105.69,154.26,73.24,42.5,70.1,18.33,206.59,96.5,8351.79,326.92,87.3,184.5,54.98,66.75,349.89,53.91,5.2,78.19,141.89,209.5,15.1,19.04,35.95,13.92,7.9,7.23,8.05,15.55,8.53,16.68,11.43,7.2,16.46,39.72,2.77,10.91,22.05,16.58,5.03
2006-05-31,91,9,55,42.67,382,15.59,140,115.5,64.5,130.75,12.1,100.5,31.63,4.32,67.68,39.24,78.44,20.79,89.01,112.5,107.09,156.33,73.24,43.9,70.5,18,205.43,95.6,8194.87,328.94,87.4,186.5,54.28,65.25,356.86,54.69,5.4,84.8,143.06,210,15.21,19.37,35.66,13.99,7.8,7.72,8.49,15.91,8.72,16.71,11.67,7.31,16.28,40.29,2.73,10.91,22.18,16.74,5.08
2006-06-01,90.25,8.87,55.13,42.5,385.5,15.99,135.5,116,65.67,132.25,12.02,100.75,31.88,4.3,68.26,38.78,80.67,21,90.56,114.5,108.49,158.4,75.16,45.8,72,18.35,205.89,96,8125.13,332.17,87,181.5,53.74,64.5,352.21,54.49,5.2,81.93,144.23,210,15.15,19.6,35.79,13.98,7.89,7.76,8.49,15.68,8.77,17.07,11.43,7.35,16.45,41.25,2.75,11,22.21,17,5.18
2006-06-02,89.25,9.17,54.38,42.17,388.5,15.87,136,116,65.33,131,12.24,100.25,31.75,4.3,67.49,39.01,79.37,21,90.56,113.5,107.56,156.33,76.37,44.7,70.3,18.5,208.9,98,8247.18,330.96,89,180,54.28,65.75,347.57,54.88,5.4,82.65,143.06,209,15.58,19.34,36,14.07,8.11,8,8.47,16.16,8.84,16.93,11.49,7.33,16.9,41.3,2.8,10.95,22.55,17.13,5.26
2006-06-05,89.25,9.21,54,42.17,389.5,15.79,136,114,65.33,132.25,12.05,100.5,31.75,4.27,67.29,39.24,79,20.96,89.78,113,106.62,156.33,75.16,44.4,70.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.3,19.35,36.34,13.96,7.76,7.78,8.43,16.4,8.93,16.68,11.46,7.28,16.65,41.64,2.74,11.06,21.98,17.15,5.18
2006-06-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.35,202.66,95.2,8177.44,328.94,87.4,171.5,53.51,65,334.55,52.94,5.25,81.78,142.09,206.5,15.07,18.63,34.71,13.85,7.81,7.6,8.06,15.51,8.58,15.99,11.01,7.13,15.79,38.89,2.7,10.51,21,16.43,5.03
2006-06-07,84.25,9.25,51.13,40.83,388.5,15.11,126,114,63.83,130,11.26,100,31,4.27,66.32,37.86,77.14,20.52,86.95,108.5,101.94,150.95,74.44,44.4,68.6,18.15,204.74,92.1,8194.87,326.12,89.2,169,55.29,64.5,330.37,53.91,5.3,81.35,137.22,203,15.01,18.5,34.2,13.65,7.74,7.61,8,15.35,8.49,16.22,10.85,7.25,15.79,39.7,2.7,10.74,21.09,16.53,4.82
2006-06-08,79,8.87,47.25,38.67,379,13.84,109,107.5,60.33,126,10.67,97,29.25,4.14,63.03,36.7,72.96,19.79,82.56,103.5,94.93,145.16,71.07,43.5,66.6,17.65,200.11,87.8,7933.33,318.85,85.8,171,52.34,62.25,320.62,51,5.2,79.77,130.98,198.5,14.7,18.26,31.45,12.87,7.46,7.15,7.77,13.93,7.91,15.69,10.4,6.83,15.7,37.89,2.62,10.49,21.18,16.12,4.59
2006-06-09,82.75,8.92,48.25,40,391,14.32,119,110,62.5,130.75,11.36,98.5,30.13,4.16,64.38,37.28,74.82,20.2,85.66,106,96.8,149.71,71.79,44.9,67.7,17.77,202.66,89,8212.31,321.27,87.3,171,52.73,64.75,320.62,51.97,5.3,83.36,132.15,196,14.94,18.57,32.1,13.2,7.52,7.17,7.67,14.48,8.17,16.08,10.72,6.98,15.72,39.24,2.65,10.59,21.81,16.19,4.89
2006-06-12,79.75,8.67,48,38.33,395,14.04,113,109,61.17,127.5,11.33,96,29.63,4.09,63.41,38.2,72.96,19.82,83.08,104.5,96.33,144.75,69.86,43.8,66.7,17.65,201.73,86.9,8194.87,325.71,88.4,172,52.42,63.5,320.15,51.39,5.25,80.49,131.76,198,14.82,18.43,31.15,12.85,7.35,7.33,7.5,13.89,8.07,15.74,10.46,6.86,15.67,37.59,2.6,10.35,21.25,16,4.68
2006-06-13,77.75,8.25,46.88,36.83,397,13.92,103,107,58.67,125.75,10.79,90,28.63,3.93,61.47,37.51,71.57,19.27,79.46,99.5,93.06,139.37,67.21,41.9,65.3,17.27,192.01,83.1,7881.03,316.03,85.6,160.5,49.7,62,302.49,49.06,4.8,77.33,124.35,182,14.38,17.95,29.93,12.72,7,6.91,7.38,13.4,7.83,15.37,10.15,6.62,14.68,35.71,2.55,10.11,21.1,15.5,4.44
